epoch	batch	iter	loss	prec1	prec5	lr
1	246	246	1.5653516054153442	25.0	100.0	0.04
1	247	247	1.0333600044250488	50.0	100.0	0.04
1	248	248	0.7346783876419067	50.0	100.0	0.04
1	249	249	1.426635503768921	25.0	100.0	0.04
1	250	250	1.060511589050293	25.0	100.0	0.04
1	251	251	1.2163113355636597	25.0	100.0	0.04
1	252	252	1.0693278312683105	50.0	100.0	0.04
1	253	253	0.9157214760780334	50.0	100.0	0.04
1	254	254	0.8375990986824036	50.0	100.0	0.04
1	255	255	1.1193301677703857	25.0	100.0	0.04
1	256	256	1.2775064706802368	25.0	100.0	0.04
1	257	257	0.7199376225471497	75.0	100.0	0.04
1	258	258	1.2186222076416016	0.0	100.0	0.04
1	259	259	1.2663253545761108	25.0	100.0	0.04
1	260	260	0.7967278957366943	75.0	100.0	0.04
1	261	261	0.9770403504371643	50.0	100.0	0.04
1	262	262	1.4081249237060547	25.0	100.0	0.04
1	263	263	1.070582628250122	50.0	100.0	0.04
1	264	264	1.0667405128479004	25.0	100.0	0.04
1	265	265	0.9021478891372681	50.0	100.0	0.04
1	266	266	1.2430578470230103	50.0	100.0	0.04
1	267	267	0.5535599589347839	75.0	100.0	0.04
1	268	268	1.0335770845413208	50.0	100.0	0.04
1	269	269	0.5964761972427368	75.0	100.0	0.04
1	270	270	0.593303918838501	100.0	100.0	0.04
1	271	271	0.898932695388794	75.0	100.0	0.04
1	272	272	0.5347446203231812	75.0	100.0	0.04
1	273	273	0.6222507953643799	75.0	100.0	0.04
1	274	274	0.8814308047294617	75.0	100.0	0.04
1	275	275	1.2992931604385376	50.0	100.0	0.04
1	276	276	0.3508394658565521	100.0	100.0	0.04
1	277	277	0.737755537033081	50.0	100.0	0.04
1	278	278	0.7644096612930298	50.0	100.0	0.04
1	279	279	2.441713571548462	25.0	100.0	0.04
1	280	280	1.2091432809829712	50.0	100.0	0.04
1	281	281	1.2815021276474	25.0	100.0	0.04
1	282	282	0.9718407392501831	50.0	100.0	0.04
1	283	283	0.8014151453971863	50.0	100.0	0.04
1	284	284	1.322582721710205	50.0	100.0	0.04
1	285	285	0.5650553703308105	50.0	100.0	0.04
1	286	286	2.894465446472168	0.0	100.0	0.04
1	287	287	0.9381899833679199	50.0	100.0	0.04
1	288	288	0.5685828328132629	75.0	100.0	0.04
1	289	289	0.9911827445030212	50.0	100.0	0.04
1	290	290	0.8477683067321777	50.0	100.0	0.04
1	291	291	1.9836838245391846	0.0	100.0	0.04
1	292	292	0.7594259977340698	75.0	100.0	0.04
1	293	293	1.7278156280517578	25.0	100.0	0.04
1	294	294	0.9875156879425049	50.0	100.0	0.04
1	295	295	1.1353524923324585	50.0	100.0	0.04
1	296	296	0.7550403475761414	75.0	100.0	0.04
1	297	297	1.1601684093475342	50.0	100.0	0.04
1	298	298	0.5156910419464111	75.0	100.0	0.04
1	299	299	1.422072410583496	25.0	100.0	0.04
1	300	300	1.3534011840820312	25.0	100.0	0.04
1	301	301	0.9509509801864624	50.0	100.0	0.04
1	302	302	0.6526298522949219	75.0	100.0	0.04
1	303	303	1.0968698263168335	25.0	100.0	0.04
1	304	304	0.6229518055915833	75.0	100.0	0.04
1	305	305	1.2148760557174683	50.0	100.0	0.04
1	306	306	0.9312506318092346	50.0	100.0	0.04
1	307	307	1.217767357826233	25.0	100.0	0.04
1	308	308	1.4058486223220825	0.0	100.0	0.04
1	309	309	1.12052583694458	50.0	100.0	0.04
1	310	310	0.6772186756134033	75.0	100.0	0.04
1	311	311	1.136612892150879	75.0	100.0	0.04
1	312	312	1.1049655675888062	0.0	100.0	0.04
1	313	313	0.8980837464332581	75.0	100.0	0.04
1	314	314	1.2292225360870361	50.0	100.0	0.04
1	315	315	1.0774253606796265	25.0	100.0	0.04
1	316	316	1.1452856063842773	50.0	100.0	0.04
1	317	317	1.0930169820785522	50.0	100.0	0.04
1	318	318	0.9848463535308838	50.0	100.0	0.04
1	319	319	1.1559998989105225	25.0	100.0	0.04
1	320	320	1.073459267616272	25.0	100.0	0.04
1	321	321	1.1117513179779053	25.0	100.0	0.04
1	322	322	0.753582239151001	75.0	100.0	0.04
1	323	323	0.8507786393165588	50.0	100.0	0.04
1	324	324	1.4344565868377686	25.0	100.0	0.04
1	325	325	0.48272332549095154	100.0	100.0	0.04
1	326	326	0.9159561395645142	50.0	100.0	0.04
1	327	327	0.7869951128959656	50.0	100.0	0.04
1	328	328	0.8739840984344482	50.0	100.0	0.04
1	329	329	0.6025869846343994	75.0	100.0	0.04
1	330	330	0.4225527346134186	100.0	100.0	0.04
1	331	331	0.8590395450592041	50.0	100.0	0.04
1	332	332	1.1259779930114746	25.0	100.0	0.04
1	333	333	1.5432896614074707	25.0	100.0	0.04
1	334	334	0.3754575550556183	100.0	100.0	0.04
1	335	335	1.5969109535217285	25.0	100.0	0.04
1	336	336	0.5425275564193726	75.0	100.0	0.04
1	337	337	1.2234792709350586	50.0	100.0	0.04
1	338	338	0.4437173008918762	100.0	100.0	0.04
1	339	339	0.6094461679458618	75.0	100.0	0.04
1	340	340	1.1554360389709473	50.0	100.0	0.04
1	341	341	0.9873687028884888	75.0	100.0	0.04
1	342	342	0.9201780557632446	50.0	100.0	0.04
1	343	343	0.674881100654602	75.0	100.0	0.04
1	344	344	0.6980300545692444	50.0	100.0	0.04
1	345	345	1.899859070777893	50.0	100.0	0.04
1	346	346	2.221911668777466	25.0	100.0	0.04
1	347	347	1.134007453918457	50.0	100.0	0.04
1	348	348	0.9119403958320618	50.0	100.0	0.04
1	349	349	0.7577605247497559	50.0	100.0	0.04
1	350	350	0.5863523483276367	75.0	100.0	0.04
1	351	351	1.5595371723175049	25.0	100.0	0.04
1	352	352	0.9455492496490479	75.0	100.0	0.04
1	353	353	0.8777913451194763	50.0	100.0	0.04
1	354	354	1.0965187549591064	50.0	100.0	0.04
1	355	355	0.8832886219024658	50.0	100.0	0.04
1	356	356	1.7290537357330322	0.0	100.0	0.04
1	357	357	0.7696352005004883	50.0	100.0	0.04
1	358	358	0.885862410068512	75.0	100.0	0.04
1	359	359	1.0162944793701172	50.0	100.0	0.04
1	360	360	0.9069989323616028	75.0	100.0	0.04
1	361	361	1.1704586744308472	25.0	100.0	0.04
1	362	362	0.8758012652397156	75.0	100.0	0.04
1	363	363	0.7885891795158386	50.0	100.0	0.04
1	364	364	0.9042060375213623	50.0	100.0	0.04
1	365	365	1.1684942245483398	0.0	100.0	0.04
1	366	366	1.2675834894180298	25.0	100.0	0.04
1	367	367	0.5490444302558899	75.0	100.0	0.04
1	368	368	0.8637241125106812	50.0	100.0	0.04
1	369	369	1.5480467081069946	25.0	100.0	0.04
1	370	370	0.6709741353988647	75.0	100.0	0.04
1	371	371	0.7342338562011719	75.0	100.0	0.04
1	372	372	1.357800006866455	25.0	100.0	0.04
1	373	373	1.164860725402832	25.0	100.0	0.04
1	374	374	0.8658180832862854	50.0	100.0	0.04
1	375	375	0.597691535949707	50.0	100.0	0.04
1	376	376	1.3608416318893433	50.0	100.0	0.04
1	377	377	1.6906752586364746	25.0	100.0	0.04
1	378	378	1.4521739482879639	25.0	100.0	0.04
1	379	379	0.7415856719017029	50.0	100.0	0.04
1	380	380	0.9697200655937195	75.0	100.0	0.04
1	381	381	0.7178530097007751	75.0	100.0	0.04
1	382	382	1.4628980159759521	25.0	100.0	0.04
1	383	383	0.9194146394729614	50.0	100.0	0.04
1	384	384	1.131869912147522	50.0	100.0	0.04
1	385	385	0.9154679775238037	25.0	100.0	0.04
1	386	386	1.1648685932159424	25.0	100.0	0.04
1	387	387	0.6124128699302673	100.0	100.0	0.04
1	388	388	1.3576569557189941	25.0	100.0	0.04
1	389	389	0.739539384841919	100.0	100.0	0.04
1	390	390	0.7981249094009399	50.0	100.0	0.04
1	391	391	0.7437891364097595	100.0	100.0	0.04
1	392	392	0.6421630382537842	75.0	100.0	0.04
1	393	393	1.0987569093704224	25.0	100.0	0.04
1	394	394	0.9095944762229919	75.0	100.0	0.04
1	395	395	0.736122190952301	75.0	100.0	0.04
1	396	396	0.8298684358596802	50.0	100.0	0.04
1	397	397	0.8280003070831299	75.0	100.0	0.04
1	398	398	0.9141855239868164	50.0	100.0	0.04
1	399	399	1.0700831413269043	50.0	100.0	0.04
1	400	400	0.71785569190979	75.0	100.0	0.04
1	401	401	1.1219518184661865	25.0	100.0	0.04
1	402	402	1.0078809261322021	25.0	100.0	0.04
1	403	403	1.1064375638961792	50.0	100.0	0.04
1	404	404	1.2303746938705444	50.0	100.0	0.04
1	405	405	0.3324616849422455	100.0	100.0	0.04
1	406	406	0.7656241655349731	50.0	100.0	0.04
1	407	407	0.9671133756637573	50.0	100.0	0.04
1	408	408	0.5123674273490906	75.0	100.0	0.04
1	409	409	1.3461670875549316	25.0	100.0	0.04
1	410	410	0.6554476618766785	50.0	100.0	0.04
1	411	411	1.6215174198150635	25.0	100.0	0.04
1	412	412	1.1617742776870728	50.0	100.0	0.04
1	413	413	0.7409352660179138	75.0	100.0	0.04
1	414	414	0.6794520616531372	50.0	100.0	0.04
1	415	415	0.5841637849807739	75.0	100.0	0.04
1	416	416	1.0588557720184326	50.0	100.0	0.04
1	417	417	0.9094027280807495	50.0	100.0	0.04
1	418	418	0.9589685201644897	25.0	100.0	0.04
1	419	419	1.112247347831726	75.0	100.0	0.04
1	420	420	1.4692177772521973	25.0	100.0	0.04
1	421	421	0.7539318203926086	50.0	100.0	0.04
1	422	422	1.1025210618972778	50.0	100.0	0.04
1	423	423	1.0940825939178467	50.0	100.0	0.04
1	424	424	0.8763141632080078	75.0	100.0	0.04
1	425	425	0.9972724318504333	75.0	100.0	0.04
1	426	426	1.2301609516143799	25.0	100.0	0.04
1	427	427	1.052979826927185	25.0	100.0	0.04
1	428	428	0.8033080101013184	75.0	100.0	0.04
1	429	429	1.0455057621002197	50.0	100.0	0.04
1	430	430	0.9635239243507385	75.0	100.0	0.04
1	431	431	0.9895164370536804	25.0	100.0	0.04
1	432	432	1.1255561113357544	50.0	100.0	0.04
1	433	433	1.1777688264846802	25.0	100.0	0.04
1	434	434	1.9178276062011719	25.0	100.0	0.04
1	435	435	0.915978193283081	50.0	100.0	0.04
1	436	436	0.7176398634910583	75.0	100.0	0.04
1	437	437	0.5941411256790161	75.0	100.0	0.04
1	438	438	0.8666898012161255	75.0	100.0	0.04
1	439	439	1.1159082651138306	25.0	100.0	0.04
1	440	440	0.7089228630065918	75.0	100.0	0.04
1	441	441	0.6213798522949219	75.0	100.0	0.04
1	442	442	0.9546540975570679	50.0	100.0	0.04
1	443	443	0.8954353332519531	50.0	100.0	0.04
1	444	444	0.8390811085700989	75.0	100.0	0.04
1	445	445	1.0018775463104248	50.0	100.0	0.04
1	446	446	0.8030005693435669	50.0	100.0	0.04
1	447	447	0.8123236894607544	50.0	100.0	0.04
1	448	448	0.9758642911911011	50.0	100.0	0.04
1	449	449	0.7131483554840088	75.0	100.0	0.04
1	450	450	1.4208006858825684	25.0	100.0	0.04
1	451	451	1.1079895496368408	25.0	100.0	0.04
1	452	452	0.9135488271713257	75.0	100.0	0.04
1	453	453	1.3364181518554688	25.0	100.0	0.04
1	454	454	0.9657233953475952	75.0	100.0	0.04
1	455	455	2.087697982788086	25.0	100.0	0.04
1	456	456	1.4188629388809204	50.0	100.0	0.04
1	457	457	0.670905590057373	75.0	100.0	0.04
1	458	458	0.7801233530044556	100.0	100.0	0.04
1	459	459	1.1580326557159424	25.0	100.0	0.04
1	460	460	0.9447486400604248	25.0	100.0	0.04
1	461	461	0.7652736902236938	75.0	100.0	0.04
1	462	462	0.6472238302230835	75.0	100.0	0.04
1	463	463	0.906227707862854	50.0	100.0	0.04
1	464	464	0.7436455488204956	75.0	100.0	0.04
1	465	465	1.0795822143554688	25.0	100.0	0.04
1	466	466	0.7752861976623535	50.0	100.0	0.04
1	467	467	1.5147144794464111	25.0	100.0	0.04
1	468	468	0.7553627490997314	75.0	100.0	0.04
1	469	469	1.0375045537948608	50.0	100.0	0.04
1	470	470	0.8081047534942627	75.0	100.0	0.04
1	471	471	1.1836771965026855	25.0	100.0	0.04
1	472	472	1.3736069202423096	0.0	100.0	0.04
1	473	473	0.7716661691665649	50.0	100.0	0.04
1	474	474	1.4050633907318115	25.0	100.0	0.04
1	475	475	0.8912192583084106	75.0	100.0	0.04
1	476	476	1.2101762294769287	50.0	100.0	0.04
1	477	477	0.6362914443016052	100.0	100.0	0.04
1	478	478	0.5382982492446899	75.0	100.0	0.04
1	479	479	0.5838462114334106	75.0	100.0	0.04
1	480	480	0.8552242517471313	50.0	100.0	0.04
1	481	481	0.8450984358787537	50.0	100.0	0.04
1	482	482	0.9412429928779602	50.0	100.0	0.04
1	483	483	1.2458668947219849	25.0	100.0	0.04
1	484	484	0.6791460514068604	75.0	100.0	0.04
1	485	485	1.708820104598999	25.0	100.0	0.04
1	486	486	1.812809944152832	0.0	100.0	0.04
1	487	487	1.3710739612579346	25.0	100.0	0.04
1	488	488	1.4199506044387817	25.0	100.0	0.04
1	489	489	0.9408509731292725	50.0	100.0	0.04
1	490	490	1.3817023038864136	50.0	100.0	0.04
1	491	491	0.9998114109039307	50.0	100.0	0.04
1	492	492	0.9066464304924011	50.0	100.0	0.04
1	493	493	0.8936879634857178	50.0	100.0	0.04
1	494	494	1.3028299808502197	0.0	100.0	0.04
1	495	495	0.8497620820999146	75.0	100.0	0.04
1	496	496	0.9970263242721558	75.0	100.0	0.04
1	497	497	1.1015046834945679	50.0	100.0	0.04
1	498	498	0.8433592915534973	75.0	100.0	0.04
1	499	499	0.9287565350532532	75.0	100.0	0.04
1	500	500	1.2763370275497437	25.0	100.0	0.04
1	501	501	0.7595843076705933	75.0	100.0	0.04
1	502	502	0.992377758026123	50.0	100.0	0.04
1	503	503	0.7543029189109802	75.0	100.0	0.04
1	504	504	1.0326471328735352	75.0	100.0	0.04
1	505	505	0.9881137609481812	50.0	100.0	0.04
1	506	506	1.0885145664215088	50.0	100.0	0.04
1	507	507	1.172786831855774	25.0	100.0	0.04
1	508	508	0.9646040201187134	50.0	100.0	0.04
1	509	509	1.129469633102417	25.0	100.0	0.04
1	510	510	0.8096144199371338	50.0	100.0	0.04
1	511	511	1.2604820728302002	25.0	100.0	0.04
1	512	512	0.8967416882514954	50.0	100.0	0.04
1	513	513	0.7165586948394775	75.0	100.0	0.04
1	514	514	0.6784368753433228	100.0	100.0	0.04
1	515	515	0.5937864184379578	100.0	100.0	0.04
1	516	516	0.93343585729599	75.0	100.0	0.04
1	517	517	1.0237011909484863	50.0	100.0	0.04
1	518	518	0.5417152643203735	100.0	100.0	0.04
1	519	519	1.2948906421661377	0.0	100.0	0.04
1	520	520	0.7785066366195679	50.0	100.0	0.04
